,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rep Allocation,,,,,,,,,,,,,,,,,
Branch,Item,Description,Category,"Click to
Edit","Ending
06/30/2014",Orders,Shipped,Remaining,"Allocation Avail
For Now Order","Open Avail
Now",Next Ready,"Open Avail
Season","Price
2014",History,Forecast,,
160000,020695,ABELIOPHYLLUM DIS ROSEUM,DCS,+,35,26,-,9,9,-,,-,$19.25 ,17,-,,
160000,021565,ABIES HORSTMANN'S SILBERLOCKE,CON,+,7,-,-,7,7,10,5/15/2014,10,$44.00 ,-,-,,
160000,000445,ACER GRISEUM,TRE,+,5,-,-,5,5,156,,156,$33.00 ,5,-,,
160000,036235,ACER NEGUNDO KELLY'S GOLD,TRE,+,5,-,-,5,5,16,,16,$27.00 ,-,-,,
160000,000702,ACER PAL ATROPURPUREUM-S.,TRE,+,10,-,-,10,-,-,,-,$16.75 ,15,-,,
160000,000705,ACER PAL ATROPURPUREUM-S.,TRE,+,5,-,-,5,-,-,,-,$27.00 ,-,-,,
160000,000752,ACER PAL BLOODGOOD,TRE,+,18,-,-,18,-,-,5/15/2014,5,$36.00 ,45,-,,
160000,000755,ACER PAL BLOODGOOD,TRE,+,57,52,5,-,-,-,,-,$54.00 ,121,-,,
160000,000802,ACER PAL BURGUNDY LACE,TRE,+,15,-,-,15,-,-,5/15/2014,-,$36.00 ,-,-,,
160000,000805,ACER PAL BURGUNDY LACE,TRE,+,5,5,-,-,-,-,5/15/2014,-,$54.00 ,9,-,,
160000,021245,ACER PAL BUTTERFLY,TRE,+,6,6,-,-,-,31,,31,$54.00 ,5,-,,
160000,033215,ACER PAL KAGIRI NISHIKI,TRE,+,13,8,-,5,5,67,,67,$54.00 ,10,-,,
160000,018345,ACER PAL OSAKAZUKI,TRE,+,15,15,-,-,-,-,,-,$54.00 ,30,-,,
160000,001052,ACER PAL OSHIO BENI,TRE,+,16,11,-,5,-,-,5/15/2014,129,$36.00 ,30,-,,
160000,001055,ACER PAL OSHIO BENI,TRE,+,18,18,-,-,-,-,,-,$54.00 ,30,-,,
160000,001025,ACER PAL SANGOKAKU,TRE,+,30,30,-,-,-,-,5/15/2014,-,$54.00 ,15,-,,
160000,000912,ACER PAL SEIRYU,TRE,+,10,-,-,10,-,-,5/15/2014,521,$36.00 ,5,-,,
160000,000915,ACER PAL SEIRYU,TRE,+,16,13,3,-,-,-,5/15/2014,-,$54.00 ,5,-,,
160000,001212,ACER PAL SHAINA,TRE,+,3,3,-,-,-,-,,-,$36.00 ,7,-,,
160000,001215,ACER PAL SHAINA,TRE,+,13,13,-,-,-,-,,-,$54.00 ,20,-,,
160000,018332,ACER PAL SHISHIGASHIRA,TRE,+,5,-,-,5,-,-,5/15/2014,-,$36.00 ,-,-,,
160000,033969,ACER PAL TROMPENBURG,TRE,+,14,4,-,10,-,-,,-,$138.00 ,8,-,,
160000,000655MU,ACER PALMATUM,TRE,+,15,-,-,15,15,-,,-,$27.00 ,8,-,,
160000,058241,ACHILLEA APRICOT DLGHT PP18738,PRN,+,25,10,-,15,15,658,6/1/2014,658,$4.75 ,10,-,,
160000,029061,ACHILLEA MILL RED VELVET,PRN,+,30,10,-,20,20,794,6/1/2014,794,$4.75 ,-,-,,
160000,000511,ACHILLEA OERTEL'S ROSE,PRN,+,30,25,-,5,5,"1,837",6/1/2014,"1,837",$4.75 ,30,-,,
160000,058251,ACHILLEA STRWBRY SDCTN P18401,PRN,+,30,20,-,10,10,178,6/1/2014,178,$4.75 ,22,-,,
160000,001351,ACHILLEA X MOONSHINE,PRN,+,20,20,-,-,-,-,6/1/2014,-,$4.75 ,-,-,,
160000,001395,ACTINIDIA ARG ISSAI (FEMALE),VIN,+,10,-,-,10,10,46,5/1/2014,46,$28.50 ,15,-,,
160000,056415,ACTINIDIA TETRA VAR MALOIDES,VIN,+,20,5,-,15,15,-,4/15/2014,-,$28.50 ,20,-,,
160000,028895,AESCULUS X ARN AUTUMN SPLENDOR,TRE,+,10,10,-,-,-,576,5/15/2014,640,$31.00 ,-,-,,
160000,000575,AESCULUS X CARNEA FORT MCNAIR,TRE,+,15,15,-,-,-,39,5/15/2014,39,$31.00 ,5,-,,
160000,050002,AGAPANTHUS INAPTERUS GRASKOP,DCS,+,56,6,-,50,50,916,5/1/2014,"1,163",$15.50 ,12,-,,
160000,080081,AGASTACHE SUMMER LOVE PP20510,PRN,+,20,-,-,20,-,-,,-,$4.75 ,30,-,,
160000,08030UT,AJUGA CHOCOLATE CHIP,PRN,+,30,14,16,-,-,306,6/1/2014,306,$2.95 ,176,-,,
160000,00059UT,AJUGA REPTANS BURGUNDY GLOW,PRN,+,36,20,16,-,-,14,,14,$2.95 ,120,-,,
160000,002595,AKEBIA QUINATA,VIN,+,27,17,10,-,-,44,5/1/2014,44,$26.00 ,46,-,,
160000,002565,AKEBIA QUINATA SHIRO BANA,VIN,+,25,11,-,14,14,632,5/1/2014,632,$26.00 ,31,-,,
160000,05908UT,AQUILEGIA C LITTLE LANTERNS,PRN,+,32,32,-,-,-,673,4/1/2014,"1,049",$2.95 ,16,-,,
160000,00269UT,ARMERIA MAR COTTON TAIL,PRN,+,60,16,-,44,44,-,,-,$2.95 ,72,-,,
160000,003511,ASTILBE DEUTSCHLAND,PRN,+,110,10,10,90,90,36,,36,$4.75 ,10,-,,
160000,00351UT,ASTILBE DEUTSCHLAND,PRN,+,93,93,-,-,-,-,4/1/2014,-,$2.95 ,224,-,,
160000,003501,ASTILBE FANAL,PRN,+,35,25,-,10,10,-,,-,$4.75 ,10,-,,
160000,001631,ASTILBE HENNIE GRAAFLAND,PRN,+,30,10,-,20,20,"1,220",,"1,220",$4.75 ,10,-,,
160000,034331,ASTILBE MAGGIE DALEY,PRN,+,40,10,-,30,30,"1,253",,"1,253",$4.75 ,30,-,,
160000,037391,ASTILBE WHT SENSATION PP18462,PRN,+,25,10,-,15,15,550,,550,$4.75 ,40,-,,
160000,023191,ASTRANTIA ABBEY ROAD PP14961,PRN,+,25,20,-,5,5,596,4/1/2014,596,$6.75 ,10,-,,
160000,003551,AUBRIETA ROKEY'S PURPLE,PRN,+,25,-,-,25,25,235,,235,$4.75 ,14,-,,
160000,003561,AUCUBA MR GOLDSTRIKE,EVS,+,64,64,-,-,-,-,5/1/2014,-,$7.25 ,-,-,,
160000,003562,AUCUBA MR GOLDSTRIKE,EVS,+,75,65,10,-,-,6,4/15/2014,6,$14.75 ,135,-,,
160000,003565,AUCUBA MR GOLDSTRIKE,EVS,+,77,62,15,-,-,-,4/15/2014,-,$22.00 ,3,-,,
160000,007402,AZALEA GR FUCHSIA,RHO,+,26,15,-,11,11,3,,3,$14.50 ,25,-,,
160000,007602,AZALEA GR ROSE,RHO,+,15,-,-,15,15,49,,49,$14.50 ,-,-,,
160000,002072,AZALEA GR SILVER SWORD,RHO,+,5,-,-,5,5,1,6/1/2014,1,$14.50 ,15,-,,
160000,008152,AZALEA KR HINO CRIMSON,RHO,+,20,-,-,20,20,-,,-,$14.50 ,25,-,,
160000,035535,BAM-BORINDA ANGUSTISSIMA(CLMP),GRS,+,20,-,-,20,20,587,,587,$44.00 ,-,-,,
160000,023941,BER CRIMSON RUBY R PPAF,DCS,+,73,30,-,43,43,15,,15,$7.00 ,40,-,,
160000,023942,BER CRIMSON RUBY R PPAF,DCS,+,34,34,-,-,-,-,,-,$14.75 ,-,-,,
160000,012031,BER GOLDN NUGGET TM P9577 CBR,DCS,+,31,-,-,31,31,-,,-,$6.00 ,10,-,,
160000,012032,BER GOLDN NUGGET TM P9577 CBR,DCS,+,5,5,-,-,-,-,,-,$12.50 ,10,-,,
160000,012011,BER T CHERRY BOMB R CPBR 3488,DCS,+,9,9,-,-,-,-,,-,$6.00 ,-,-,,
160000,002242,BER T CONCORDE,DCS,+,15,-,-,15,15,-,,-,$12.50 ,-,-,,
160000,012051,BER T CRIMSON PYGMY,DCS,+,67,30,20,17,17,"1,586",,"1,586",$5.75 ,70,-,,
160000,012052,BER T CRIMSON PYGMY,DCS,+,125,125,-,-,-,51,,51,$12.50 ,302,-,,
160000,012053,BER T CRIMSON PYGMY,DCS,+,14,-,-,14,14,-,,-,$18.00 ,3,-,,
160000,035231,BER T GOLDEN RUBY R PP16203,DCS,+,18,10,-,8,8,-,,-,$8.00 ,140,-,,
160000,035232,BER T GOLDEN RUBY R PP16203,DCS,+,60,60,-,-,-,-,,-,$15.25 ,132,-,,
160000,035233,BER T GOLDEN RUBY R PP16203,DCS,+,30,-,-,30,30,-,,-,$21.00 ,-,-,,
160000,035272,BER T GREEN HORNET TM,DCS,+,35,-,-,35,35,639,,639,$14.50 ,12,-,,
160000,012105,BER T HELMOND PILLAR,DCS,+,60,-,-,60,-,-,,-,$21.00 ,51,-,,
160000,035241,BER T PYGMY RUBY TM,DCS,+,70,20,-,50,50,"2,704",,"2,704",$7.00 ,20,-,,
160000,035242,BER T PYGMY RUBY TM,DCS,+,50,-,-,50,50,-,,-,$14.75 ,40,-,,
160000,012201,BER T ROSE GLOW,DCS,+,50,-,-,50,50,"18,223",,"18,223",$5.75 ,15,-,,
160000,012202,BER T ROSE GLOW,DCS,+,40,-,-,40,40,"4,340",4/1/2014,"6,473",$12.50 ,20,-,,
160000,012205,BER T ROSE GLOW,DCS,+,25,-,-,25,-,-,5/1/2014,803,$18.75 ,-,-,,
160000,012211,BER T ROYAL BURGUNDY R P9461,DCS,+,100,-,-,100,100,"2,972",,"2,972",$6.50 ,52,-,,
160000,012212,BER T ROYAL BURGUNDY R P9461,DCS,+,100,10,-,90,90,633,4/1/2014,633,$15.25 ,10,-,,
160000,012213,BER T ROYAL BURGUNDY R P9461,DCS,+,40,-,-,40,40,188,,188,$19.00 ,25,-,,
160000,011931,BER T SUNSATION R PP11332 CBR,DCS,+,84,20,-,64,64,4,,4,$5.75 ,20,-,,
160000,011932,BER T SUNSATION R PP11332 CBR,DCS,+,28,10,-,18,18,-,,-,$12.50 ,15,-,,
160000,003015,BUXUS CHICAGOLAND GREEN R,EVS,+,7,7,-,-,-,-,,-,$23.75 ,57,-,,
160000,013822,BUXUS GREEN MOUNTAIN,EVS,+,52,42,10,-,-,-,5/1/2014,-,$14.00 ,75,-,,
160000,013825,BUXUS GREEN MOUNTAIN,EVS,+,35,35,-,-,-,-,4/1/2014,-,$23.75 ,47,-,,
160000,013825PY,BUXUS GREEN MOUNTAIN,EVS,+,24,24,-,-,-,-,5/15/2014,-,$38.50 ,117,-,,
160000,013891,BUXUS GREEN VELVET,EVS,+,11,-,11,-,-,-,,-,$6.50 ,80,-,,
160000,013892,BUXUS GREEN VELVET,EVS,+,130,117,-,13,13,-,,-,$14.75 ,400,-,,
160000,013893,BUXUS GREEN VELVET,EVS,+,16,-,16,-,-,-,5/1/2014,-,$21.00 ,290,-,,
160000,013831,BUXUS MIC WINTER GEM,EVS,+,196,181,15,-,-,-,6/1/2014,-,$5.75 ,50,-,,
160000,013835PY,BUXUS MIC WINTER GEM,EVS,+,55,24,-,31,-,-,5/15/2014,71,$38.50 ,20,-,,
160000,013981,BUXUS SEMP SUFFRUTICOSA,EVS,+,35,-,35,-,-,-,6/1/2014,-,$7.00 ,"1,021",-,,
160000,077561,CALAMINTHA NEP MONTROSE WHITE,PRN,+,20,20,-,-,-,30,4/1/2014,30,$4.75 ,41,-,,
160000,013995,CALLICARPA BOD PROFUSION,DCS,+,21,5,-,16,16,127,,127,$20.25 ,15,-,,
160000,092922,CALLICARPA DICH SUMMER SNOW R,DCS,+,20,20,-,-,-,16,,16,$14.50 ,7,-,,
160000,092925,CALLICARPA DICH SUMMER SNOW R,DCS,+,15,5,-,10,10,249,,249,$20.25 ,-,-,,
160000,092891,CARY CLA KORBALL BLU BALLOON R,DCS,+,40,30,-,10,10,115,,115,$6.50 ,10,-,,
160000,092892,CARY CLA KORBALL BLU BALLOON R,DCS,+,32,32,-,-,-,-,4/15/2014,250,$14.50 ,83,-,,
160000,038785,CEDRUS ATLANTICA FASTIGIATA,CON,+,15,-,-,15,15,-,,-,$39.00 ,20,-,,
160000,023285,CEDRUS DEODARA FEELIN BLUE,CON,+,15,15,-,-,-,-,,-,$35.00 ,53,-,,
160000,023481,CERATOSTIGMA PLUMBAGINOIDES,PRN,+,28,28,-,-,-,-,6/1/2014,-,$4.75 ,50,-,,
160000,017855,CERCIS LAVENDER TWIST R P10328,TRE,+,5,-,-,5,5,-,,-,$31.00 ,5,-,,
160000,023635,CHAM L GOLDEN KING-GUARDIAN R,CON,+,5,-,-,5,5,-,5/1/2014,-,$28.50 ,10,-,,
160000,023655,CHAM NOOT PENDULA,CON,+,15,15,-,-,-,-,,-,$40.00 ,18,-,,
160000,02365M,CHAM NOOT PENDULA,CON,+,5,5,-,-,-,-,,-,$74.00 ,6,-,,
160000,023902,CHAM OBT FILICOIDES,CON,+,35,15,20,-,-,-,,-,$17.25 ,40,-,,
160000,023682,CHAM OBT GRACILIS,CON,+,18,18,-,-,-,21,,21,$17.25 ,27,-,,
160000,023822,CHAM PIS SQUARROSA MINIMA,CON,+,14,-,-,14,14,8,,8,$17.25 ,-,-,,
160000,023841,CHAM PIS SUNGOLD,CON,+,10,10,-,-,-,297,5/15/2014,409,$6.75 ,60,-,,
160000,023842,CHAM PIS SUNGOLD,CON,+,29,10,-,19,19,-,,-,$14.00 ,50,-,,
160000,027472,CLEM PANICULATA,VIN,+,25,25,-,-,-,-,5/1/2014,-,$17.00 ,41,-,,
160000,027475,CLEM PANICULATA,VIN,+,15,15,-,-,-,-,5/1/2014,49,$28.00 ,42,-,,
160000,021792,CLEM PIILU TM PPAF,VIN,+,15,10,-,5,5,385,5/1/2014,519,$17.00 ,20,-,,
160000,021862,CLEM SAPPHIRE INDIGO TMPP17012,VIN,+,20,20,-,-,-,28,5/1/2014,28,$17.50 ,25,-,,
160000,048741,CLEM VANCOUVER TM STARRY NGHTS,VIN,+,44,35,-,9,-,-,5/1/2014,397,$9.50 ,40,-,,
160000,027211,CLEM VIT ETOILE VIOLETTE,VIN,+,22,22,-,-,-,5,5/1/2014,5,$8.50 ,20,-,,
160000,027215,CLEM VIT ETOILE VIOLETTE,VIN,+,11,-,-,11,-,-,5/1/2014,-,$28.00 ,8,-,,
160000,090615,CLEM X CART AVALANCHE,VIN,+,18,18,-,-,-,-,4/15/2014,-,$28.00 ,12,-,,
160000,027441,CLEM X NELLY MOSER,VIN,+,23,23,-,-,-,"1,221",4/15/2014,"1,464",$8.50 ,35,-,,
160000,027442,CLEM X NELLY MOSER,VIN,+,11,11,-,-,-,17,5/1/2014,17,$17.00 ,11,-,,
160000,027445,CLEM X NELLY MOSER,VIN,+,6,6,-,-,-,494,5/1/2014,494,$28.00 ,14,-,,
160000,027461,CLEM X NIOBE,VIN,+,20,20,-,-,-,-,5/1/2014,61,$8.50 ,40,-,,
160000,027462,CLEM X NIOBE,VIN,+,10,-,-,10,10,250,5/1/2014,250,$17.00 ,41,-,,
160000,027465,CLEM X NIOBE,VIN,+,10,-,-,10,10,26,5/1/2014,26,$28.00 ,5,-,,
160000,027075,CLEM X PINK CHAMPAGNE,VIN,+,17,-,-,17,17,42,5/1/2014,42,$28.00 ,-,-,,
160000,027481,CLEM X RAMONA,VIN,+,20,20,-,-,-,179,5/1/2014,179,$8.50 ,45,-,,
160000,027485,CLEM X RAMONA,VIN,+,7,-,-,7,7,-,5/1/2014,-,$28.00 ,-,-,,
160000,027491,CLEM X ROUGE CARDINAL,VIN,+,20,20,-,-,-,67,5/1/2014,67,$8.50 ,23,-,,
160000,027961,COREOPSIS VERT MOONBEAM,PRN,+,54,20,-,34,-,-,5/1/2014,10,$4.75 ,34,-,,
160000,02797UT,COREOPSIS VERT ZAGREB,PRN,+,32,32,-,-,-,66,,66,$2.95 ,-,-,,
160000,027735PT,CORNUS ALBA ELEGANTISSIMA,DCS,+,6,3,-,3,3,30,,30,$45.00 ,3,-,,
160000,045285,CORNUS ALBA PRAIRIE FIRE AUREA,DCS,+,15,10,-,5,-,-,5/15/2014,58,$21.75 ,25,-,,
160000,019615,CORNUS KOUSA WOLF EYES,TRE,+,8,8,-,-,-,-,5/15/2014,-,$38.00 ,7,-,,
160000,074801S,CORNUS S ARCTIC FIRE TM P18523,DCS,+,11,10,-,1,-,-,4/15/2014,-,$9.00 ,10,-,,
160000,074802S,CORNUS S ARCTIC FIRE TM P18523,DCS,+,18,6,-,12,-,-,4/15/2014,-,$15.00 ,-,-,,
160000,027805,CORNUS SERICEA FLAVIRAMEA,DCS,+,30,10,-,20,20,347,5/1/2014,625,$21.75 ,20,-,,
160000,028171,CORYDALIS FLEX CHINA BLUE,PRN,+,30,10,-,20,20,883,3/1/2014,883,$6.00 ,-,-,,
160000,028501,COT APICULATUS,DCS,+,60,20,-,40,40,29,,29,$5.75 ,45,-,,
160000,028502,COT APICULATUS,DCS,+,20,20,-,-,-,537,,537,$13.25 ,5,-,,
160000,028505PT,COT APICULATUS,DCS,+,8,8,-,-,-,-,,-,$55.00 ,12,-,,
160000,028551,COT APICULATUS TOM THUMB,DCS,+,132,85,-,47,47,677,,677,$5.75 ,85,-,,
160000,028552,COT APICULATUS TOM THUMB,DCS,+,75,70,-,5,5,234,,234,$13.25 ,177,-,,
160000,029001,COT DAM CORAL BEAUTY,EVS,+,75,5,15,55,55,149,,149,$6.00 ,60,-,,
160000,029002,COT DAM CORAL BEAUTY,EVS,+,175,50,-,125,125,152,,152,$13.75 ,826,-,,
160000,029101,COT DAM EICHHOLZ,EVS,+,29,29,-,-,-,16,,16,$6.00 ,35,-,,
160000,029102,COT DAM EICHHOLZ,EVS,+,23,20,-,3,3,4,,4,$13.75 ,20,-,,
160000,029451,COT HOR PERPUSILLUS,EVS,+,39,35,-,4,4,340,,340,$6.00 ,-,-,,
160000,029455,COT HOR PERPUSILLUS,EVS,+,11,6,-,5,5,-,,-,$19.25 ,25,-,,
160000,028315,COT HOR VARIEGATUS,DCS,+,30,5,-,25,25,226,,226,$18.75 ,-,-,,
160000,030251,COT STREIB'S FINDLING,EVS,+,105,105,-,-,-,-,,-,$6.00 ,85,-,,
160000,030252,COT STREIB'S FINDLING,EVS,+,40,40,-,-,-,35,,35,$13.75 ,25,-,,
160000,030255,COT STREIB'S FINDLING,EVS,+,10,6,-,4,4,61,,61,$19.25 ,-,-,,
160000,030731,CUP SEMP TINY TOWER R PP12933,CON,+,32,-,-,32,32,-,,-,$8.00 ,-,-,,
160000,030735,CUP SEMP TINY TOWER R PP12933,CON,+,38,10,-,28,-,-,5/15/2014,-,$25.00 ,-,-,,
160000,031385,CYTISUS ALLGOLD,DCS,+,14,8,6,-,-,-,,-,$19.75 ,6,-,,
160000,031521S,DAPHNE OD AUREO-MARGINATA,EVS,+,17,17,-,-,-,-,4/1/2014,-,$10.25 ,-,-,,
160000,08467UT,DELOS JWL OF DSRT RUBY P23453,CAC,+,32,32,-,-,-,-,,-,$2.95 ,-,-,,
160000,05946UT,DELOSPERMA MESA VERDE PP13876,CAC,+,77,16,-,61,61,15,,15,$2.95 ,48,-,,
160000,029891S,DEUTZIA CHRDNY PERLS R PP16098,DCS,+,30,30,-,-,-,"1,269",4/1/2014,"1,445",$9.00 ,110,-,,
160000,029892S,DEUTZIA CHRDNY PERLS R PP16098,DCS,+,48,48,-,-,-,268,4/1/2014,268,$15.00 ,46,-,,
160000,031572,DEUTZIA GRACILIS NIKKO,DCS,+,52,52,-,-,-,-,,-,$13.25 ,150,-,,
160000,031591,DEUTZIA HYBRIDA PINK-A-BOO R,DCS,+,20,20,-,-,-,127,,127,$5.75 ,10,-,,
160000,031595,DEUTZIA HYBRIDA PINK-A-BOO R,DCS,+,6,5,-,1,1,65,,65,$19.75 ,7,-,,
160000,031582,DEUTZIA X KALMIIFLORA,DCS,+,25,10,-,15,15,452,,452,$13.25 ,-,-,,
160000,031585,DEUTZIA X KALMIIFLORA,DCS,+,23,-,-,23,23,550,,550,$19.75 ,-,-,,
160000,091882,DEUTZIA X NIKKO BLUSH NA74356,DCS,+,28,23,5,-,-,-,,-,$13.75 ,-,-,,
160000,03133UT,DIANTHUS FROSTY FIRE,PRN,+,16,16,-,-,-,84,,84,$2.95 ,48,-,,
160000,004721,DIANTHUS GRAT FIREWITCH,PRN,+,20,20,-,-,-,-,4/1/2014,-,$4.75 ,28,-,,
160000,035621,DICENTRA SPEC GOLD HEART,PRN,+,35,35,-,-,-,-,4/1/2014,-,$6.00 ,90,-,,
160000,035622,DICENTRA SPEC GOLD HEART,PRN,+,15,15,-,-,-,492,4/1/2014,492,$14.50 ,20,-,,
160000,031611,DICENTRA X LUXURIANT,PRN,+,36,36,-,-,-,175,4/1/2014,175,$4.75 ,90,-,,
160000,021821,DISPOROPSIS PER SICHUAN JADE,PRN,+,15,15,-,-,-,-,4/1/2014,114,$6.00 ,110,-,,
160000,050612,DRIMYS LANCEOLATA,EVS,+,30,-,-,30,30,501,6/15/2014,501,$14.75 ,-,-,,
160000,032032,ENKIANTHUS CAMPANULATUS,DCS,+,14,-,-,14,14,48,,48,$14.75 ,-,-,,
160000,033602,EUO ALATUS COMPACTUS,DCS,+,106,25,-,81,81,39,,39,$13.50 ,59,-,,
160000,033605,EUO ALATUS COMPACTUS,DCS,+,36,20,-,16,16,-,,-,$18.75 ,12,-,,
160000,033901,EUO F EMERALD GAIETY,EVS,+,139,20,20,99,99,735,,735,$5.50 ,52,-,,
