076131,VINCA MINOR BOWLES',0,0,0,0,0,0,,,,,,,,,,,
013891,BUXUS GREEN VELVET,0,0,0,0,0,0,,,,,,,,,,,
035232,BER T GOLDEN RUBY R PP16203,0,0,0,0,0,0,,,,,,,,,,,
013831,BUXUS MIC WINTER GEM,0,0,0,0,0,0,,,,,,,,,,,
07613UT,VINCA MINOR BOWLES',0,0,0,0,0,0,,,,,,,,,,,
012051,BER T CRIMSON PYGMY,0,0,0,0,0,0,,,,,,,,,,,
012031,BER GOLDN NUGGET TM P9577 CBR,0,0,0,0,0,0,,,,,,,,,,,
040111,HEM STELLA DE ORO,0,0,0,0,0,0,,,,,,,,,,,
033601,EUO ALATUS COMPACTUS,0,0,0,0,0,0,,,,,,,,,,,
038681,GR-HAKONECHLOA MACRA AUREOLA,0,0,0,0,0,0,,,,,,,,,,,
035231,BER T GOLDEN RUBY R PP16203,0,0,0,0,0,0,,,,,,,,,,,
013832,BUXUS MIC WINTER GEM,0,0,0,0,0,0,,,,,,,,,,,
013835,BUXUS MIC WINTER GEM,0,0,0,0,0,0,,,,,,,,,,,
013981,BUXUS SEMP SUFFRUTICOSA,0,0,0,0,0,0,,,,,,,,,,,
058941,LITHODORA GRACE WARD,0,0,0,0,0,0,,,,,,,,,,,
012202,BER T ROSE GLOW,0,0,0,0,0,0,,,,,,,,,,,
053391,JUN SQUA BLUE STAR,0,0,0,0,0,0,,,,,,,,,,,
074681S,SYRINGA BLOOMERNG R PUR P20575,0,0,0,0,0,0,,,,,,,,,,,
024032,CHAM PIS FIL GOLDEN CHARM,0,0,0,0,0,0,,,,,,,,,,,
012201,BER T ROSE GLOW,0,0,0,0,0,0,,,,,,,,,,,
012052,BER T CRIMSON PYGMY,0,0,0,0,0,0,,,,,,,,,,,
076392,WEIGELA FL DARK HORSE PP14381,0,0,0,0,0,0,,,,,,,,,,,
070612,SALIX INTEGRA HAKURO NISHIKI,0,0,0,0,0,0,,,,,,,,,,,
049901,JUN H ICEE BLUE R P9639,0,0,0,0,0,0,,,,,,,,,,,
033602,EUO ALATUS COMPACTUS,0,0,0,0,0,0,,,,,,,,,,,
064621,PICEA GL CONICA,0,0,0,0,0,0,,,,,,,,,,,
033901,EUO F EMERALD GAIETY,0,0,0,0,0,0,,,,,,,,,,,
067155,PRUNUS LAUR OTTO LUYKEN,0,0,0,0,0,0,,,,,,,,,,,
013895,BUXUS GREEN VELVET,0,0,0,0,0,0,,,,,,,,,,,
013882,BUXUS SEMP VARIEGATA,0,0,0,0,0,0,,,,,,,,,,,
071231,SPIRAEA X LIMEMOUND R,0,0,0,0,0,0,,,,,,,,,,,
073015,THUJA OC EMERALD,0,0,0,0,0,0,,,,,,,,,,,
079382,RUBUS RSPBRY SHRTCKE TM P22141,0,0,0,0,0,0,,,,,,,,,,,
076391,WEIGELA FL DARK HORSE PP14381,0,0,0,0,0,0,,,,,,,,,,,
063742,PAEONIA X KANSAS (RED),0,0,0,0,0,0,,,,,,,,,,,
072342,TAXUS EMERALD SPREADR R P10335,0,0,0,0,0,0,,,,,,,,,,,
071571,SPIRAEA JAP MAGIC CARPET P9363,0,0,0,0,0,0,,,,,,,,,,,
067175,PRUNUS LAUR SCHIPKAENSIS,0,0,0,0,0,0,,,,,,,,,,,
014011,GR-CAL ACUT KARL FOERSTER,0,0,0,0,0,0,,,,,,,,,,,
041881,HOSTA PATRIOT,0,0,0,0,0,0,,,,,,,,,,,
012032,BER GOLDN NUGGET TM P9577 CBR,0,0,0,0,0,0,,,,,,,,,,,
067152,PRUNUS LAUR OTTO LUYKEN,0,0,0,0,0,0,,,,,,,,,,,
033902,EUO F EMERALD GAIETY,0,0,0,0,0,0,,,,,,,,,,,
044481,CLEM X JACKMANII SUPERBA,0,0,0,0,0,0,,,,,,,,,,,
06418RPSA,HESPERALOE BRK LIGHTS R P21729,0,0,0,0,0,0,,,,,,,,,,,
041691,HOSTA FRANCEE,0,0,0,0,0,0,,,,,,,,,,,
064622,PICEA GL CONICA,0,0,0,0,0,0,,,,,,,,,,,
06335UT,PACHYSANDRA TERM GREEN SHEEN,0,0,0,0,0,0,,,,,,,,,,,
070611,SALIX INTEGRA HAKURO NISHIKI,0,0,0,0,0,0,,,,,,,,,,,
072341,TAXUS EMERALD SPREADR R P10335,0,0,0,0,0,0,,,,,,,,,,,
035911,GR-HAKONECHLOA MACRA ALL GOLD,0,0,0,0,0,0,,,,,,,,,,,
011931,BER T SUNSATION R PP11332 CBR,0,0,0,0,0,0,,,,,,,,,,,
033605,EUO ALATUS COMPACTUS,0,0,0,0,0,0,,,,,,,,,,,
071232,SPIRAEA X LIMEMOUND R,0,0,0,0,0,0,,,,,,,,,,,
070261,SALVIA X SYL MAY NIGHT,0,0,0,0,0,0,,,,,,,,,,,
013951,BUXUS J GREEN BEAUTY,0,0,0,0,0,0,,,,,,,,,,,
013881,BUXUS SEMP VARIEGATA,0,0,0,0,0,0,,,,,,,,,,,
056232,VACC BOUNTIFUL BLUE R PP19381,0,0,0,0,0,0,,,,,,,,,,,
013892,BUXUS GREEN VELVET,0,0,0,0,0,0,,,,,,,,,,,
072022,SYRINGA PATULA MISS KIM,0,0,0,0,0,0,,,,,,,,,,,
062932,BER T ORANGE ROCKET PP18411,0,0,0,0,0,0,,,,,,,,,,,
013905,BUXUS S GREEN TOWER R PP15243,0,0,0,0,0,0,,,,,,,,,,,
072322,TAXUS X MEDIA DENSIFORMIS,0,0,0,0,0,0,,,,,,,,,,,
013821,BUXUS GREEN MOUNTAIN,0,0,0,0,0,0,,,,,,,,,,,
081712,VACCINIUM PEACH SORBET TM PPAF,0,0,0,0,0,0,,,,,,,,,,,
012211,BER T ROYAL BURGUNDY R P9461,0,0,0,0,0,0,,,,,,,,,,,
071572,SPIRAEA JAP MAGIC CARPET P9363,0,0,0,0,0,0,,,,,,,,,,,
063762,PAEONIA X SHIRLEY TEMPLE (WT),0,0,0,0,0,0,,,,,,,,,,,
071602,ROSA FLWR CAR R RED P11308,0,0,0,0,0,0,,,,,,,,,,,
064211,PEROVSKIA ATRIPLICIFOLIA,0,0,0,0,0,0,,,,,,,,,,,
063351,PACHYSANDRA TERM GREEN SHEEN,0,0,0,0,0,0,,,,,,,,,,,
072021,SYRINGA PATULA MISS KIM,0,0,0,0,0,0,,,,,,,,,,,
012212,BER T ROYAL BURGUNDY R P9461,0,0,0,0,0,0,,,,,,,,,,,
028552,COT APICULATUS TOM THUMB,0,0,0,0,0,0,,,,,,,,,,,
035242,BER T PYGMY RUBY TM,0,0,0,0,0,0,,,,,,,,,,,
072345,TAXUS EMERALD SPREADR R P10335,0,0,0,0,0,0,,,,,,,,,,,
070502,SARCOCOCCA HUMILIS,0,0,0,0,0,0,,,,,,,,,,,
012011,BER T CHERRY BOMB R CPBR 3488,0,0,0,0,0,0,,,,,,,,,,,
035241,BER T PYGMY RUBY TM,0,0,0,0,0,0,,,,,,,,,,,
041851,HOSTA WIDE BRIM,0,0,0,0,0,0,,,,,,,,,,,
071171,SPIRAEA X GOLDFLAME,0,0,0,0,0,0,,,,,,,,,,,
084651,JUN C DAUB'S FROSTED,0,0,0,0,0,0,,,,,,,,,,,
072325,TAXUS X MEDIA DENSIFORMIS,0,0,0,0,0,0,,,,,,,,,,,
062281,NEPETA X FAASS WALKER'S LOW,0,0,0,0,0,0,,,,,,,,,,,
040091,HEM LITTLE BUSINESS,0,0,0,0,0,0,,,,,,,,,,,
071172,SPIRAEA X GOLDFLAME,0,0,0,0,0,0,,,,,,,,,,,
053392,JUN SQUA BLUE STAR,0,0,0,0,0,0,,,,,,,,,,,
003041,ARMERIA MAR BLOODSTONE,0,0,0,0,0,0,,,,,,,,,,,
064552,PICEA ABIES LITTLE GEM,0,0,0,0,0,0,,,,,,,,,,,
027461,CLEM X NIOBE,0,0,0,0,0,0,,,,,,,,,,,
074682S,SYRINGA BLOOMERNG R PUR P20575,0,0,0,0,0,0,,,,,,,,,,,
034001,EUO F EMERALD 'N GOLD,0,0,0,0,0,0,,,,,,,,,,,
066682,POTENTILLA GOLDFINGER,0,0,0,0,0,0,,,,,,,,,,,
013901,BUXUS S GREEN TOWER R PP15243,0,0,0,0,0,0,,,,,,,,,,,
013902,BUXUS S GREEN TOWER R PP15243,0,0,0,0,0,0,,,,,,,,,,,
019522,PAEONIA X BOWL OF BEAUTY (PK),0,0,0,0,0,0,,,,,,,,,,,
071011,RUDBECKIA FULGIDA GOLDSTURM,0,0,0,0,0,0,,,,,,,,,,,
013822,BUXUS GREEN MOUNTAIN,0,0,0,0,0,0,,,,,,,,,,,
072332,TAXUS X MEDIA HICKSII,0,0,0,0,0,0,,,,,,,,,,,
027441,CLEM X NELLY MOSER,0,0,0,0,0,0,,,,,,,,,,,
